time_window_sec,amm_oracle,oracle_count,trade_count,oracle_trade_ratio,pool,pool_oracle_p99,pool_trade_p10
2547290,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2547318,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2547349,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2547431,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2547541,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2547622,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2547765,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2548054,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2548156,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2548495,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2548632,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2548660,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2548680,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2548731,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2548774,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2549044,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2550536,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2552444,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2553662,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2555644,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2556062,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2556673,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2556830,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2559676,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2559679,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2559681,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2559683,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2560360,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2560465,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2560718,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2560865,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2560866,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2561065,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2561256,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2562782,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2562923,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2562984,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2563002,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2563014,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2563015,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2563017,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2563022,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2563025,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2563026,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2563029,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2563077,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2563082,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2563153,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2563283,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2563469,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2563565,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2563646,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2563803,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2563829,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2563941,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2563957,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2563986,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2563992,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2564063,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2564076,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564087,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2564162,GoonFi,49,0,49.0,GoonFi,29.0,0.0
2564432,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2564641,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2564657,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564658,GoonFi,46,0,46.0,GoonFi,29.0,0.0
2564664,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564665,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2564666,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2564669,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2564671,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2564677,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2564679,GoonFi,44,0,44.0,GoonFi,29.0,0.0
2564681,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2564682,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2564686,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564693,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2564701,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2564704,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564713,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2564714,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2564724,GoonFi,53,0,53.0,GoonFi,29.0,0.0
2564729,GoonFi,56,0,56.0,GoonFi,29.0,0.0
2564731,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2564732,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2564734,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2564735,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2564737,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564738,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2564742,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2564749,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2564752,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2564757,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2564761,GoonFi,60,0,60.0,GoonFi,29.0,0.0
2564762,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2564763,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2564764,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2564765,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2564768,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2564770,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2564775,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2564796,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2565006,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565017,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2565026,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2565027,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2565030,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2565031,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565038,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2565041,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2565061,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2565062,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565065,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2565069,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2565072,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2565096,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2565137,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565171,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2565172,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2565182,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2565186,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565194,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2565245,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2565348,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2565405,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565421,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565423,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565442,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2565450,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565489,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2565546,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2565556,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2565604,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565607,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2565638,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565652,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2565671,GoonFi,44,0,44.0,GoonFi,29.0,0.0
2565734,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2565753,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565789,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2565870,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2565902,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565921,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2565963,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2565970,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2565986,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566008,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2566021,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566071,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566087,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566185,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566239,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2566462,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2566487,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566501,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2566526,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2566531,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566549,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566560,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566561,GoonFi,48,0,48.0,GoonFi,29.0,0.0
2566566,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2566569,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566574,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2566576,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2566577,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2566579,GoonFi,55,0,55.0,GoonFi,29.0,0.0
2566580,GoonFi,44,0,44.0,GoonFi,29.0,0.0
2566581,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2566582,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566583,GoonFi,44,0,44.0,GoonFi,29.0,0.0
2566585,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566587,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566599,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566602,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2566603,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2566615,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2566620,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2566623,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2566624,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2566628,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2566630,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566634,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566637,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566647,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2566649,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2566654,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566669,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2566671,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2566761,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566769,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566802,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2566805,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566809,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566813,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566816,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2566819,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566821,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566851,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2566868,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2566913,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2566931,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566956,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2566969,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2567015,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2567041,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2567081,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2567090,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2567103,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2567120,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2567160,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2567284,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2567325,GoonFi,48,0,48.0,GoonFi,29.0,0.0
2567330,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2567355,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2567359,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2567377,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2567382,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2567406,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2567440,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2567468,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2567471,GoonFi,38,0,38.0,GoonFi,29.0,0.0
2567479,GoonFi,38,0,38.0,GoonFi,29.0,0.0
2567481,GoonFi,86,0,86.0,GoonFi,29.0,0.0
2567482,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2567483,GoonFi,78,0,78.0,GoonFi,29.0,0.0
2567484,GoonFi,48,0,48.0,GoonFi,29.0,0.0
2567485,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2567486,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2567487,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2567488,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2567491,GoonFi,65,0,65.0,GoonFi,29.0,0.0
2567494,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2567495,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2567497,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2567506,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2567510,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2567516,GoonFi,46,0,46.0,GoonFi,29.0,0.0
2567522,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2567524,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2567526,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2567528,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2567542,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2567545,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2567559,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2567565,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2567568,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2567569,GoonFi,51,0,51.0,GoonFi,29.0,0.0
2567575,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2567576,GoonFi,46,0,46.0,GoonFi,29.0,0.0
2567578,GoonFi,71,0,71.0,GoonFi,29.0,0.0
2567581,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2567828,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2567899,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2567968,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2568016,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568019,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2568050,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2568120,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2568153,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2568165,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2568166,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2568169,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568185,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2568192,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2568281,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568297,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2568340,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2568396,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2568399,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2568504,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568563,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2568602,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2568607,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2568617,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2568623,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2568642,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568643,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2568666,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568692,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2568725,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2568730,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2568776,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2568777,GoonFi,42,0,42.0,GoonFi,29.0,0.0
2568779,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2568780,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2568782,GoonFi,44,0,44.0,GoonFi,29.0,0.0
2568783,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2568784,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2568813,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2568924,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2569024,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2569087,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2569154,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2569156,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2569298,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2569324,GoonFi,47,0,47.0,GoonFi,29.0,0.0
2569442,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2569446,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2569531,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2569562,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2569589,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2569611,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2570101,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2570222,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2570331,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2570485,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2570642,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2571098,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2571272,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2571412,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2571413,GoonFi,49,0,49.0,GoonFi,29.0,0.0
2571414,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2571422,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2571489,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2571962,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2572074,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2572085,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2572111,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2572112,GoonFi,45,0,45.0,GoonFi,29.0,0.0
2572137,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2572167,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2572233,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2572234,GoonFi,54,0,54.0,GoonFi,29.0,0.0
2572236,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2572263,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2572264,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2572265,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2572270,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2572596,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2572675,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2572762,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2572868,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2572912,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2573159,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2573474,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2573693,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2573719,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2573737,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2573745,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2573862,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2573944,GoonFi,36,0,36.0,GoonFi,29.0,0.0
2573953,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2573955,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2574844,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2574885,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2575036,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2575165,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2576257,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2576702,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2576776,GoonFi,56,0,56.0,GoonFi,29.0,0.0
2576777,GoonFi,38,0,38.0,GoonFi,29.0,0.0
2576781,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2576782,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2576958,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2577767,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2577768,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2577769,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2577772,GoonFi,34,0,34.0,GoonFi,29.0,0.0
2578023,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2578707,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2578776,GoonFi,54,0,54.0,GoonFi,29.0,0.0
2578777,GoonFi,46,0,46.0,GoonFi,29.0,0.0
2578779,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2578780,GoonFi,54,0,54.0,GoonFi,29.0,0.0
2578781,GoonFi,46,0,46.0,GoonFi,29.0,0.0
2578783,GoonFi,49,0,49.0,GoonFi,29.0,0.0
2578786,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2578791,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2578805,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2578962,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2578963,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2578964,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2579075,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2579114,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2579193,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2579326,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2579812,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2579966,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2580001,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2580503,GoonFi,43,0,43.0,GoonFi,29.0,0.0
2580506,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2580508,GoonFi,46,0,46.0,GoonFi,29.0,0.0
2580639,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2580645,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2580651,GoonFi,30,0,30.0,GoonFi,29.0,0.0
2580663,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2580693,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2580694,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2580959,GoonFi,32,0,32.0,GoonFi,29.0,0.0
2581382,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2581626,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2581828,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2581852,GoonFi,44,0,44.0,GoonFi,29.0,0.0
2581861,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2581863,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2581864,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2581865,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2581867,GoonFi,37,0,37.0,GoonFi,29.0,0.0
2581869,GoonFi,52,0,52.0,GoonFi,29.0,0.0
2581875,GoonFi,41,0,41.0,GoonFi,29.0,0.0
2581987,GoonFi,35,0,35.0,GoonFi,29.0,0.0
2582042,GoonFi,31,0,31.0,GoonFi,29.0,0.0
2582113,GoonFi,33,0,33.0,GoonFi,29.0,0.0
2582236,GoonFi,29,0,29.0,GoonFi,29.0,0.0
2582314,GoonFi,40,0,40.0,GoonFi,29.0,0.0
2582418,GoonFi,39,0,39.0,GoonFi,29.0,0.0
2544358,HumidiFi,379,0,379.0,HumidiFi,247.90000000000146,0.0
2544360,HumidiFi,350,0,350.0,HumidiFi,247.90000000000146,0.0
2544361,HumidiFi,366,0,366.0,HumidiFi,247.90000000000146,0.0
2544363,HumidiFi,307,0,307.0,HumidiFi,247.90000000000146,0.0
2544367,HumidiFi,362,0,362.0,HumidiFi,247.90000000000146,0.0
2544368,HumidiFi,263,0,263.0,HumidiFi,247.90000000000146,0.0
2544369,HumidiFi,294,0,294.0,HumidiFi,247.90000000000146,0.0
2544370,HumidiFi,313,0,313.0,HumidiFi,247.90000000000146,0.0
2544374,HumidiFi,318,0,318.0,HumidiFi,247.90000000000146,0.0
2544375,HumidiFi,350,0,350.0,HumidiFi,247.90000000000146,0.0
2544381,HumidiFi,304,0,304.0,HumidiFi,247.90000000000146,0.0
2544854,HumidiFi,324,0,324.0,HumidiFi,247.90000000000146,0.0
2545217,HumidiFi,352,0,352.0,HumidiFi,247.90000000000146,0.0
2545228,HumidiFi,295,0,295.0,HumidiFi,247.90000000000146,0.0
2545256,HumidiFi,341,0,341.0,HumidiFi,247.90000000000146,0.0
2545267,HumidiFi,345,0,345.0,HumidiFi,247.90000000000146,0.0
2545272,HumidiFi,347,0,347.0,HumidiFi,247.90000000000146,0.0
2545287,HumidiFi,342,0,342.0,HumidiFi,247.90000000000146,0.0
2545297,HumidiFi,419,0,419.0,HumidiFi,247.90000000000146,0.0
2545298,HumidiFi,315,0,315.0,HumidiFi,247.90000000000146,0.0
2545631,HumidiFi,263,0,263.0,HumidiFi,247.90000000000146,0.0
2545741,HumidiFi,270,0,270.0,HumidiFi,247.90000000000146,0.0
2545742,HumidiFi,364,0,364.0,HumidiFi,247.90000000000146,0.0
2545749,HumidiFi,285,0,285.0,HumidiFi,247.90000000000146,0.0
2545943,HumidiFi,457,0,457.0,HumidiFi,247.90000000000146,0.0
