signer,total_trades,trades_per_hour,aggregator_likelihood,late_slot_ratio,oracle_backrun_ratio,high_bytes_ratio,cluster_ratio,mev_score,wash_trading_score,classification,binary_label,validators,total_validators,pools,total_pools,sandwich_complete,front_running,back_running,total_attacks,cost_sol,profit_sol,net_profit_sol
CJMukYU19iY48dCoAHEGKYEUxS1WPbybsRxaJNYWTkPb,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
EtqkTUr7aLnaNcuAVW42cEu32JtG5xWABHauQ78LhRbS,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,1,"SolFiV2,HumidiFi",2,1,0,2,3,0.002,0.014,0.012
Ga4xPJQMBYkWPa94hpyfZLTfaBCNB4xA9NXnqDYviCyr,4,2.7200794565432362,0.25,0.25,1.0,0.5,0.0,0.475,4.7305729679012805,LIKELY MEV BOT,1,"A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,mint13XHZSSxtgHuTSM9qPDEJSbWktpmpM4CZxeLB8f,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi",4,"TesseraV,ZeroFi,HumidiFi",3,0,0,4,4,0.002,0.008,0.006
EkpTzMHniWxttUyBSZqaoo5J55R4vEWKrwwKJHDv8Wmh,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,3JotfSFPaod4KVK7nj7ULvcq5PjUBdZNVGracNkJNhrt,1,"HumidiFi,SolFiV2",2,1,0,2,3,0.002,0.014,0.012
FFtW9wMhh8bYL5cbJ2BzhhEJ5Pb8hzqt5PDfNQysGfxN,2,0.273542824078911,0.5,0.5,1.0,0.5,0.0,0.5499999999999999,0.42083511396755546,LIKELY MEV BOT,1,"BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n",2,"ZeroFi,GoonFi",2,0,0,2,2,0.001,0.004,0.003
8vgfBqZezK5chn2o4h71yR1r96eZ3YpskRgAtCoKUhqN,2,0.3675475897556319,0.5,0.5,1.0,0.0,0.0,0.44999999999999996,0.6682683450102399,LIKELY MEV BOT,1,"HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,Ex1AxFCipXGfSxgvXPPT3nPQUARddCduHwKR6jHiXAaT",2,"HumidiFi,SolFiV2",2,0,0,2,2,0.001,0.004,0.003
DwGamnFtFVHHxmgj5Td81HrdtahbX2GpegKR4vaKHQGB,2,20.0,0.5,0.5,1.0,0.0,0.0,0.44999999999999996,36.36363636363637,LIKELY MEV BOT,1,"722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF",2,"SolFiV2,TesseraV",2,0,0,2,2,0.001,0.004,0.003
HtZAYMiyuWNsTU5YyRwMz2ZCx76ptLU4F31tWEX3cAG1,3,0.623872372349214,0.5,0.0,1.0,0.0,0.5,0.4,1.247744744698428,LIKELY MEV BOT,1,"7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,XkCriyrNwS3G4rzAXtG5B1nnvb5Ka1JtCku93VqeKAr",2,"GoonFi,ZeroFi",2,0,0,3,3,0.0015,0.006,0.0045000000000000005
EZncZvxLYWsSFrp9yEKNuQK1jiJE8qN6k6kw5cR2c4L5,2,0.3265763773698899,0.5,0.5,1.0,0.0,0.0,0.44999999999999996,0.5937752315816182,LIKELY MEV BOT,1,"2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4",2,"HumidiFi,TesseraV",2,0,0,2,2,0.001,0.004,0.003
G2qQq9UJRHztPEAoYi7RGCfhnzZEJzX1nMRnSoGLnebp,2,20.0,0.5,0.0,1.0,0.5,0.0,0.4,40.0,LIKELY MEV BOT,1,"EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc",2,"TesseraV,ZeroFi",2,0,0,2,2,0.001,0.004,0.003
