amm_trade,attacker_signer,back_running,fat_sandwich,front_running,sandwich,validator,sandwich_complete,cost_sol,profit_sol,net_profit_sol,confidence
GoonFi,Euc3awQyWjM1tmSV7J9WULbEm8Nv55g62u1kKfbq5UBq,0,0,0,1,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,0,0.0,0.0,0.0,medium
GoonFi,Ey8x4A369B2fCL2r39NhGfvkQtijH3g1HJQVuRXtKzHH,0,1,0,0,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,0,0.0,0.0,0.0,medium
GoonFi,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,0,7,0,2,vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM,4,0.004,0.04,0.036000000000000004,high
GoonFi,FATEorZGqsxg11TmJVRdX5WZ12bQpdS2Va9L7iHWzcHr,0,4,0,0,anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd,2,0.002,0.02,0.018000000000000002,medium
GoonFi,FAYXUdBH2sFY5SJRSdzazg9EBJz3pjT2vo6Cn49etNfz,0,1,0,0,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,0,0.0,0.0,0.0,medium
GoonFi,FAzY5522HMCBk8hAwwPmDebLJphMETRwiQq2rXC2dtQw,0,28,0,3,FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,15,0.015,0.15,0.135,high
GoonFi,FTFYAj4eiR7JbmtDTvbvonGy1oqxPvTpM4WLgQr17yQU,0,1,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,0,0.0,0.0,0.0,medium
GoonFi,FXPZFvVkbP23eCqZSyb87TUtq48Dv4QFF688fyPdGA4q,0,1,0,0,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,0,0.0,0.0,0.0,medium
GoonFi,FbV9utfDXFEE5HHDMFeooPv81o178J7a5QujhpxovxnS,0,1,0,0,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,0,0.0,0.0,0.0,medium
GoonFi,FbgR9632h4rvPciZzCHRGNrEaQM9bC2cGgAikJ8HUfS1,0,125,0,20,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,72,0.07200000000000001,0.72,0.6479999999999999,high
GoonFi,FvTqiyvB52rmV82jj9Wc5efLyuWht9vprr8bivDBzGnV,0,1,0,0,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,0,0.0,0.0,0.0,medium
GoonFi,G5HwqJo7yCKc1FDUFYKKS4X6fDohrXbvgq2tzX8do1Kz,0,1,0,0,2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,0,0.0,0.0,0.0,medium
GoonFi,G9tbNtRD2NcsWdiwzPi1NFzbfoqyWcJs5SVsSGDbbxPs,0,1,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,0,0.0,0.0,0.0,medium
GoonFi,GAnbEFa9eudeiGoYEsLNhjD1A9JBG2CCyJBGA15qugsQ,0,1,0,0,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,0,0.0,0.0,0.0,medium
GoonFi,GBU3X8mgT7dVQ1XxEQxdUMuEJDzTL88bCZgDB8qQvq34,0,3,0,0,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,1,0.001,0.01,0.009000000000000001,high
GoonFi,GCvHhEUYQwTJ8jyf8Lc4bv8jBXyZU4LMMsZCobwEPzvM,0,1,0,0,DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,0,0.0,0.0,0.0,medium
GoonFi,GJvewfRjqTUPtx6WsBSUnaFbdgXwgXnWfpDyLm65T4YA,0,1,0,0,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,0,0.0,0.0,0.0,medium
GoonFi,GQ3UbmTDhAZs8fGCrggZvebYybFoDLMagN1T5BE4VCuF,0,1,0,0,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,0,0.0,0.0,0.0,medium
GoonFi,GQ9KXML6rt9efPFDQvePD4BCEJCpoug4eRLLhTdNb193,0,1,0,0,puffinQSvKFriPbyE5atyx1ptfnyytovbzxybr1jsyy,0,0.0,0.0,0.0,medium
GoonFi,GTR1mWsjtaqb6ukHFizKt46nJUCV4qbkGze5NEMrSTiT,0,2,0,0,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,1,0.001,0.01,0.009000000000000001,high
GoonFi,GVEzzj9ffwFtQSvuzrKcduPhBuHkWiEytMye94HjfjBq,0,1,0,0,7Nn8qBJey7vXtVFMNBbbuN8UkujU8Y6nWzbHVGuf49yV,0,0.0,0.0,0.0,medium
GoonFi,Ga3GvXH9xkhYwJ8pY88McCGfZEJR42A6Dsy7xzYndPEk,0,1,0,0,ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm,0,0.0,0.0,0.0,medium
GoonFi,GfTVQU5ipi5SxmMQDNztvrvdxRKuWuQYAJhPu1gPnUdt,1,1,1,0,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,0,0.001,0.004,0.003,medium
GoonFi,GfcfkUU4fnKHzu3pBUL72DSXQo4A3ZzKNyETieJy8CH,1,1,1,0,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,0,0.001,0.004,0.003,medium
GoonFi,GmsfN224N43CRG8rPhuYjq4hxGjF3wCi2S8zMRtfBjZx,0,1,0,0,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,0,0.0,0.0,0.0,medium
GoonFi,GnWFhrfgciKVoqgAqarwWEQ79NuD2LnRd9EEYaB1kUoc,0,3,0,0,uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,1,0.001,0.01,0.009000000000000001,medium
GoonFi,GraZ9wjJVEGMQsyz3BwkkRdkJFmDrZw6Bnj3yzciwFEC,0,45,0,2,43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,23,0.023,0.23,0.20700000000000002,high
GoonFi,GsLCVngmXomdneLN3SQr8vTHfBMNhPoBygzUpfmZd2LK,0,1,0,0,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,0,0.0,0.0,0.0,medium
GoonFi,HQC2gRiv77yE1jZa5cssGeVLJ6TvDS3gzkAMbAzoQKcS,0,1,0,0,krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1,0,0.0,0.0,0.0,medium
GoonFi,HQbxGn3JsT7n6bicnhtucaGqeGjs7DWfrxVxdT1KmmuQ,0,1,0,0,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,0,0.0,0.0,0.0,high
GoonFi,HR79QevAfWqoBEZTbS1jkn2EMmEPcEsRYMXbCXHu4CvU,0,1,0,0,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,0,0.0,0.0,0.0,medium
GoonFi,HScEBzbkbEH196pvdNpNH5R4VYdFYWsLfm5v2E51L2EK,0,1,0,0,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,0,0.0,0.0,0.0,medium
GoonFi,Hcb7DZ9RjnBacrVv9PEsELwBHhPZfZJYucfiW6rgEL2K,0,1,0,0,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,0,0.0,0.0,0.0,medium
GoonFi,HioXnHcD9drMeQxiMsZzKHWwrYTQEsZ78NfN2MtZhvXp,0,2,0,0,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,1,0.001,0.01,0.009000000000000001,medium
GoonFi,HkaZoYtaQ2i3vPb9kPYZDdwY2cgSkHjGrHXw9zmSMuqm,0,1,0,0,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,0,0.0,0.0,0.0,medium
GoonFi,HpejaoPsmiadPirVzUH5A2Cs1h6bNqXf47W9vnYBipcg,0,1,0,0,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,0,0.0,0.0,0.0,medium
GoonFi,Hr1oNgqznfMSx3KDdnsSJWU6LemHZqMZ1r4i81hyLYDN,0,4,0,0,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,2,0.002,0.02,0.018000000000000002,high
GoonFi,HtZAYMiyuWNsTU5YyRwMz2ZCx76ptLU4F31tWEX3cAG1,0,1,0,0,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,0,0.0,0.0,0.0,medium
GoonFi,HydraXoSz7oE3774DoWQQaofKb31Kbn2cbcqG4ShKy85,0,3,0,0,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,1,0.001,0.01,0.009000000000000001,medium
GoonFi,J1CMrMaFHJmG97R7xJYrJxRA3MNt7VyHe8CAEUnsQzre,0,82,0,2,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,42,0.042,0.42,0.378,high
GoonFi,J8hVkBNKobntWqLspa3yhXEkvb8vZ9S9NiHgirN9yvV3,0,19,0,1,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,9,0.009000000000000001,0.09,0.08099999999999999,high
GoonFi,JAo11WnJxnt33pWT5DJAAvJWCwWDQ3wLb345sipBP8ja,0,1,0,0,2Mob8FJkb8chZY5pTBMpKfLwgZAQHE5i9jAC5zbASitD,0,0.0,0.0,0.0,medium
GoonFi,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,0,1,0,0,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,0,0.0,0.0,0.0,medium
GoonFi,JDCQAMGWGyoQMiNLeqLY7FhuGambC2g7HkuPSZFPnAUH,0,1,0,0,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,0,0.0,0.0,0.0,medium
GoonFi,JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN,0,1,0,0,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,0,0.0,0.0,0.0,medium
GoonFi,NcLasxSu3sq921FhBniNniiQVzjSVcQk56nB26WTqG7,0,11,0,0,SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov,5,0.005,0.05,0.045000000000000005,high
GoonFi,SHARKRdGLNYRZrhotqvZi3XAtT62CRGCFxmg5LJgSHC,0,1,0,0,G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY,0,0.0,0.0,0.0,medium
GoonFi,TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,0,188,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,94,0.094,0.9400000000000001,0.8460000000000001,high
GoonFi,V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,0,7,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,3,0.003,0.03,0.027,high
GoonFi,WLmq4v1xHM1LwpjZmb2x5SY1kTyV24tGW8FY1K2TLzB,0,1,0,0,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,0,0.0,0.0,0.0,medium
GoonFi,Y9iWqvZs9Axr3eoc1LiotAeTbuoZPG81xQuc9q5yA3J,0,1,0,0,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,0,0.0,0.0,0.0,medium
GoonFi,YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,0,68,0,4,2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,36,0.036000000000000004,0.36,0.32399999999999995,high
GoonFi,YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,0,33,0,0,FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,16,0.016,0.16,0.14400000000000002,high
GoonFi,YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,0,15,0,1,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,7,0.007,0.07,0.063,high
GoonFi,avqJiqdwHCWGMaDpEUnwZ8iFutj5rzP4sPez9yYyGZL,1,0,1,0,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,0,0.001,0.004,0.003,
GoonFi,b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,0,15,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,7,0.007,0.07,0.063,high
GoonFi,bi7rLofvhDPgYVZNingm3Yanb4AqKW7T2DZXREXumZ9,0,1,0,0,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,0,0.0,0.0,0.0,medium
GoonFi,datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,0,7,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,3,0.003,0.03,0.027,high
GoonFi,enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,0,14,0,0,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,7,0.007,0.07,0.063,medium
GoonFi,foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,0,5,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,2,0.002,0.02,0.018000000000000002,medium
GoonFi,gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,0,1,0,3,Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,1,0.001,0.01,0.009000000000000001,medium
GoonFi,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,0,1,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,0,0.0,0.0,0.0,medium
GoonFi,han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,0,5,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,2,0.002,0.02,0.018000000000000002,medium
GoonFi,hukustPHnefURMxe2dC8xwtNDwfi2ga1bUbxCwo3Cpq,0,1,0,0,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,0,0.0,0.0,0.0,medium
GoonFi,j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,0,2,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,1,0.001,0.01,0.009000000000000001,medium
GoonFi,jMjhRzuVvkeKxDQDoLJJgcgc3brmBRPzizgJxZANAUU,0,26,0,1,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,13,0.013000000000000001,0.13,0.117,high
GoonFi,k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,0,10,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,5,0.005,0.05,0.045000000000000005,high
GoonFi,k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,0,11,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,5,0.005,0.05,0.045000000000000005,high
GoonFi,o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,0,11,0,0,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,5,0.005,0.05,0.045000000000000005,high
GoonFi,rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,0,3,0,0,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,1,0.001,0.01,0.009000000000000001,high
GoonFi,theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,0,2,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,1,0.001,0.01,0.009000000000000001,medium
GoonFi,v5d97g4jcioBkawDcpmzvodcVLPdi91m2pKLhPZmNd6,0,1,0,0,7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,0,0.0,0.0,0.0,medium
GoonFi,xUwUxxg5eLEVfowp1ki2we8JWJjukkriVLY39c55nqa,0,4,0,0,GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe,2,0.002,0.02,0.018000000000000002,medium
GoonFi,y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,0,33,0,2,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,17,0.017,0.17,0.15300000000000002,high
HumidiFi,14punZtSiGUfE8dRsnwAxVj9RXTLR3dWcsXdLpyG9Eep,0,1,0,0,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,0,0.0,0.0,0.0,medium
HumidiFi,1989zAmZBwkwR6g8S3H8gkDhHRm3P11gpurN7faJqDu,0,182,0,3,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,92,0.092,0.92,0.8280000000000001,high
HumidiFi,1aTFUD4BJL3CXAK5NSgDJVR99nVpQrK1BqD5SGSix23,0,12,0,0,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,6,0.006,0.06,0.054,high
HumidiFi,233wu7BoeySgx3rAF2yBMWrKv8nKUMdSaShbZQ1GHeHQ,0,1,0,0,HaLanfo94ezLc3JZ55qqxr7W3qbe1PprJyv2uEtriEqN,0,0.0,0.0,0.0,medium
HumidiFi,259WgpDG7Q68f1Ym3YiPpziu9GDYShP73jTKpzBs9PXj,0,2,0,0,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,1,0.001,0.01,0.009000000000000001,medium
HumidiFi,27DHDNBiKvekDUjQc9884YUkcA463B7toBJFQYMXJRbc,0,1,0,0,RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,0,0.0,0.0,0.0,medium
HumidiFi,27XwpKp6SFhs2Bqh2qUL8y2CRcxcExdTkViaVgmJuQ6t,0,1,0,0,HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,0,0.0,0.0,0.0,medium
HumidiFi,27uyUZfFWpmUPGqgkVK5K3kAELGGApFCRwrPkaw6AcnJ,0,1,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,0,0.0,0.0,0.0,medium
HumidiFi,28pryh85shDtwFWoU2PyWSdaTveKkDSr2AkRxQGEarBW,0,1,0,0,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,0,0.0,0.0,0.0,medium
HumidiFi,2AA2qSabLeeC4RvLRsC9oywV8w8XdWUGAzKL5DqPqMuX,1,1,1,0,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,0,0.001,0.004,0.003,medium
HumidiFi,2D14oU9cEVXAxai4xmuvQ5nsG7JWcnzcPaK62Jta13mW,0,1,0,0,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,0,0.0,0.0,0.0,medium
HumidiFi,2EZWAWuv9e4pgcxPZRMmEffDH8q45S573gu5pDRp72HT,0,74,0,0,GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,37,0.037,0.37,0.333,high
HumidiFi,2EZdYSXrs8yjwTiMntXYvEL4cTLHYdagyNJAnvMKiEJV,0,11,0,0,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,5,0.005,0.05,0.045000000000000005,high
HumidiFi,2EZxP9X1Kfuf2sxyBPfi2VsBbr6iJeepuv5tEiAHscAh,0,6,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,3,0.003,0.03,0.027,high
HumidiFi,2F84N2vvtZi6z798gJTSgT5c7fBALnZzLZ9oZVcHUibU,0,0,0,1,AqyRvpjjSN6jWYPxijoJwhmKwJFk6fRYDh9fQZHcJ2o7,0,0.0,0.0,0.0,high
HumidiFi,2HCr5RyB6bv5xARgUFnwKiT2UKLUgmERJQB3FhD2NjvZ,0,1,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,0,0.0,0.0,0.0,medium
HumidiFi,2Mp6QtgNN5KmN9shHpWxxxxcgkidznateA1FnM9HKhNW,0,1,0,0,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,0,0.0,0.0,0.0,medium
HumidiFi,2MxsByU3X5gMaqwaNZYUZnHFTpB6yCMfUxxCoeWvWQ8J,0,0,0,1,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,0,0.0,0.0,0.0,medium
HumidiFi,2QFuzSa5DicYR9kHG9dFbgKicrTtR2uhoryocvCjqTN4,0,1,0,0,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,0,0.0,0.0,0.0,medium
HumidiFi,2QfBNK2WDwSLoUQRb1zAnp3KM12N9hQ8q6ApwUMnWW2T,0,1,0,0,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,0,0.0,0.0,0.0,medium
HumidiFi,2SvvSFgzM9zEE1Y1vNXorfurtB2eRH3QHpMkpcVTXfrc,0,6,0,0,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,3,0.003,0.03,0.027,high
HumidiFi,2UA5BXzzo71aUKzRYptZQZpbkUPzwQREyCem8SF224NQ,0,1,0,0,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,0,0.0,0.0,0.0,medium
HumidiFi,2VpR9Dop9jgbZZWHC7nV9phaFKizPJjvZUKG63jTKTko,0,1,0,0,LA1NEzryoih6CQW3gwQqJQffK2mKgnXcjSQZSRpM3wc,0,0.0,0.0,0.0,medium
HumidiFi,2ZgGuUW39mmf5kdn7AbKUqSkRk79wKP1JkD2ntvrssFr,0,1,0,0,3JotfSFPaod4KVK7nj7ULvcq5PjUBdZNVGracNkJNhrt,0,0.0,0.0,0.0,medium
HumidiFi,2b4NhGTayvycDf7VvZGd6xpSjs3f7iiRZQSyjs71yJ23,0,16,0,0,Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,8,0.008,0.08,0.07200000000000001,high
HumidiFi,2bxHEnFdhjP1hauESUHQHCw8FLvW3cYShtAoJ5UYrooA,0,1,0,0,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,0,0.0,0.0,0.0,medium
HumidiFi,2dRR9CaNrEsHm3UqZacEf8AoDuDx4NGQyMhGxG71NzkN,0,399,0,2,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,200,0.2,2.0,1.8,high
HumidiFi,2ezuFQYTkSKmK7GixfUnjBwzGX1rXbki1gfDwnQjUXXm,0,1,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,0,0.0,0.0,0.0,medium
HumidiFi,2gJccAee9UmwV4wXXrHmdFXRXw4HfFyeiKs6SbtPQy3j,0,1,0,0,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,0,0.0,0.0,0.0,medium
HumidiFi,2gUorBeSS6LMA5FSnD4wtKgkzdebGuNMBJHTzQAX7sSj,0,1,0,0,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,0,0.0,0.0,0.0,medium
HumidiFi,2gx13wgUiPoPoYqXDNqAXjqdbXrGwiYgNpN6TEqKkkih,0,1,0,0,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,0,0.0,0.0,0.0,medium
HumidiFi,2m4vG7HTvuTSaGdWpGWNw2JHxiybc9kfVrT6GLsysqfZ,0,8,0,0,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,4,0.004,0.04,0.036000000000000004,high
HumidiFi,2n78p72RVYbyAiPtzZCNBYjMsEXKRiqfd5zArK8r2tgG,0,12,0,0,FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,6,0.006,0.06,0.054,high
HumidiFi,2npqrs8E9iWPGjRhWp7BsD9nG62xnBm9Av4rWgqF3ZPK,0,348,0,0,4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,174,0.17400000000000002,1.74,1.566,high
HumidiFi,2pzAB422BAFyr1sd2CKywbKC6TVGAk71W6wUFHatojwT,0,1,0,0,Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,0,0.0,0.0,0.0,high
HumidiFi,2qK1FGgRnANne5T3XSzgQcHDQ59SdYUGP5oRPpknuFjH,0,1,0,0,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,0,0.0,0.0,0.0,medium
HumidiFi,2rqoZsJRdN1aTH1pf6XC3rWPwEKJkiCNjHeDnbxNsBRR,0,1,0,0,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,0,0.0,0.0,0.0,medium
HumidiFi,2snHHreXbpJ7UwZxPe37gnUNf7Wx7wv6UKDSR2JckKuS,0,2,0,0,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,1,0.001,0.01,0.009000000000000001,medium
HumidiFi,2svZLkuBny8diCa9kApRsHEgtPPtDo7aKasLUyPqUrDd,0,26,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,13,0.013000000000000001,0.13,0.117,high
HumidiFi,2v4C4B9E4RSZcmau8kQNQ3v8qNLWBjDgrihnRaYTrSHL,0,1,0,0,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,0,0.0,0.0,0.0,medium
HumidiFi,2wR1DAGKYPyJVUoRgJ7DFoRb4ZSxoXvZssVa3aJaVpw4,0,3,0,0,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,1,0.001,0.01,0.009000000000000001,high
HumidiFi,2zKqDFWqvvyCxVzRzc2mFF4J4D9Tyu3UgpzyhLnDvDpj,0,1,0,0,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,0,0.0,0.0,0.0,medium
HumidiFi,31HNQ9RfUZajEKtaHWXa8GoWskhyE2RsoqwKaofdc58x,0,1,0,0,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,0,0.0,0.0,0.0,medium
HumidiFi,322nTFg3nyRMXHgbAjQqdFC7cjQrcvTd6QGbNt1y8Yff,0,3,0,0,EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,1,0.001,0.01,0.009000000000000001,medium
HumidiFi,3333JG5dZ1nRDyKwCmrC3HwoevuaFP5L7p3AAjfagggg,0,6,0,0,NATsUSZGohWw8xtLdxG4yus21UCkaes4FLfM2eqKbRk,3,0.003,0.03,0.027,high
