signer,aggregator_likelihood,unique_pools,pool_list,total_trades,trades_per_hour,mev_score,top_pools
CYdCZFYk1vMTMo6t4t8hN3yuCDprwAL696HyYQ3csBJX,1.0,5,"GoonFi, HumidiFi, BisonFi, ObricV2, ZeroFi",6,60.0,0.3333333333333333,"HumidiFi(2), GoonFi(1), BisonFi(1), ObricV2(1), ZeroFi(1)"
4G5y7iHHne5Ji8ggwgznKAE6fuFuzrGGKSEptAbT8XGN,1.0,5,"GoonFi, BisonFi, TesseraV, SolFiV2, HumidiFi",6,60.0,0.3,"GoonFi(2), BisonFi(1), TesseraV(1), SolFiV2(1), HumidiFi(1)"
FXWdwFtpTRe3cBU5tnDdvwq555jfGtPPCVmrDUur3wZR,1.0,5,"HumidiFi, BisonFi, GoonFi, SolFiV2, TesseraV",6,0.6479849991472697,0.3,"HumidiFi(2), BisonFi(1), GoonFi(1), SolFiV2(1), TesseraV(1)"
HycWbZbnYcn7cJh1hkPhx31uRKzYBBW7ZBtT51kWC6Mt,1.0,5,"ZeroFi, BisonFi, TesseraV, GoonFi, HumidiFi",9,0.942596567272768,0.37777777777777777,"ZeroFi(5), BisonFi(1), TesseraV(1), GoonFi(1), HumidiFi(1)"
7UPR8QXz69EhcBqh9Rn17q6qKxrWyReFSryxsWxxLqKa,1.0,5,"HumidiFi, SolFiV2, TesseraV, GoonFi, BisonFi",6,1.1552224854216002,0.35,"HumidiFi(2), SolFiV2(1), TesseraV(1), GoonFi(1), BisonFi(1)"
4oqnFNECycbNsMP5yPtmR2io15DNvjQ9hkTU1xgsgnB5,1.0,5,"BisonFi, HumidiFi, TesseraV, SolFiV2, GoonFi",13,2.2922043306204998,0.34615384615384615,"HumidiFi(5), TesseraV(3), SolFiV2(2), GoonFi(2), BisonFi(1)"
F92zLG7B3WysogrUWtTWXdLC2qSfs8Vgu3F8fmsfVkT2,1.0,5,"GoonFi, HumidiFi, ZeroFi, TesseraV, ObricV2",8,1.117088699286355,0.3625,"HumidiFi(3), GoonFi(2), ZeroFi(1), TesseraV(1), ObricV2(1)"
WCGjysUBvtseVkDQ8tEbW5ubRSpvEo8E7dtnokzbXd9,1.0,5,"SolFiV2, HumidiFi, ZeroFi, TesseraV, ObricV2",10,100.0,0.38,"HumidiFi(4), SolFiV2(2), ZeroFi(2), TesseraV(1), ObricV2(1)"
6f5beNtA5VGo6FcgqBYhcYPjWSnToNGWBhj1Pi4Qk6RN,1.0,5,"SolFiV2, ZeroFi, TesseraV, GoonFi, HumidiFi",14,1.6740246249022321,0.34285714285714286,"SolFiV2(7), TesseraV(3), GoonFi(2), ZeroFi(1), HumidiFi(1)"
AhQ3d4iJqa5RzgenmiqYUXh8UkrjQoqbcMq1ANBLM6RD,1.0,5,"TesseraV, HumidiFi, ZeroFi, SolFiV2, GoonFi",21,5.7194686855685015,0.45714285714285713,"ZeroFi(12), TesseraV(3), HumidiFi(3), GoonFi(2), SolFiV2(1)"
H86zBwEMnQ99mfuLLjAe467gbSDAyc7RhdFfujnWtVCf,1.0,5,"HumidiFi, SolFiV2, TesseraV, ZeroFi, GoonFi",16,1.654313074211422,0.375,"HumidiFi(6), SolFiV2(6), TesseraV(2), ZeroFi(1), GoonFi(1)"
AJmMzgk58kvhWsAeXs3zCZDsV1FXQTANDrtyd2aG9RRX,1.0,5,"TesseraV, ZeroFi, GoonFi, BisonFi, HumidiFi",15,1.6259156012503413,0.3933333333333333,"ZeroFi(10), HumidiFi(2), TesseraV(1), GoonFi(1), BisonFi(1)"
84JRcz1XKasFeNjWRLTmifPQKatwG6YviTmzW5oTmuhC,1.0,4,"HumidiFi, SolFiV2, TesseraV, GoonFi",12,2.3522868666106875,0.35,"SolFiV2(5), HumidiFi(4), GoonFi(2), TesseraV(1)"
HVCXnXAx6vv77ateReRTHnt9QGHoCPPatzHpUpKzSsFP,1.0,4,"SolFiV2, TesseraV, HumidiFi, BisonFi",4,1.681272330857582,0.3,"SolFiV2(1), TesseraV(1), HumidiFi(1), BisonFi(1)"
3tRaWeEngasTkkx7QteHY4gixViHn2SASp7amx3oRAqC,1.0,4,"HumidiFi, SolFiV2, ObricV2, ZeroFi",38,172.5094577553594,0.3447368421052632,"ObricV2(17), SolFiV2(15), HumidiFi(5), ZeroFi(1)"
5Yyxuig5icB4h2zeGwDfy2Au9vxC3PFNMznih5kpqa9t,1.0,4,"SolFiV2, HumidiFi, GoonFi, BisonFi",7,1.2895947156911896,0.3857142857142857,"SolFiV2(3), HumidiFi(2), GoonFi(1), BisonFi(1)"
4Antd4H62moJzJ6JNp3QdLWGxzreLRf2uevRgdyPSKTq,1.0,4,"ZeroFi, HumidiFi, TesseraV, BisonFi",5,30.247068134881758,0.33999999999999997,"HumidiFi(2), ZeroFi(1), TesseraV(1), BisonFi(1)"
AsGG5WwWv88vnc7GWdZghsEwDqkjwHpWP7GVGANVr7yf,1.0,4,"ZeroFi, SolFiV2, HumidiFi, GoonFi",15,3.2846673371037665,0.3333333333333333,"SolFiV2(7), HumidiFi(6), ZeroFi(1), GoonFi(1)"
8QizN6DKEMzyEXRiJTQd3b6evVgP7NLifm8nHAEj6X1s,1.0,4,"HumidiFi, SolFiV2, ObricV2, ZeroFi",10,58.15005298115939,0.4,"HumidiFi(6), ZeroFi(2), SolFiV2(1), ObricV2(1)"
D7TFqqcCCGpft7VjFJef75XBrn39NjBpNk7xU5rWAKQo,1.0,4,"BisonFi, GoonFi, ZeroFi, SolFiV2",6,7.788681531269212,0.3833333333333333,"GoonFi(2), ZeroFi(2), BisonFi(1), SolFiV2(1)"
AkMaVmmh3KDGiXyMV6fkVXKHZNkmRzTWsMen39cHztst,1.0,4,"SolFi, GoonFi, SolFiV2, BisonFi",6,60.0,0.39,"GoonFi(2), SolFiV2(2), SolFi(1), BisonFi(1)"
AuCFZHy5uxarViUXyh6DcXjv5Z4ftMhYAnqxungHGeNt,1.0,4,"SolFiV2, ObricV2, TesseraV, GoonFi",14,16.968520028577142,0.36428571428571427,"ObricV2(8), SolFiV2(3), TesseraV(2), GoonFi(1)"
3ZwzGXWYyEhRN4J9F3XHTfBRPi4vhz8tLwP3ZcAX3eQ3,1.0,4,"HumidiFi, TesseraV, GoonFi, SolFiV2",6,1.9914959435256006,0.35,"HumidiFi(3), TesseraV(1), GoonFi(1), SolFiV2(1)"
Avp3f6eaBKLoLeUG4cq4vgXQuBusD31mWRSN8Mknv7R,1.0,4,"HumidiFi, ZeroFi, GoonFi, ObricV2",10,1.6164574768634423,0.42,"ZeroFi(5), GoonFi(3), HumidiFi(1), ObricV2(1)"
5RYbDvoCpkwf7d7W8s6LbQXqC3DpxKj6WP8p9HtEHi4g,1.0,4,"TesseraV, HumidiFi, GoonFi, ZeroFi",6,1.4194710420021481,0.3333333333333333,"TesseraV(3), HumidiFi(1), GoonFi(1), ZeroFi(1)"
5RpRFA8zzdmJttEGURy77GCD6FtAnMTLLMTmMo4jg4pM,1.0,4,"ObricV2, TesseraV, HumidiFi, ZeroFi",7,1.1772605399505467,0.41428571428571426,"TesseraV(3), HumidiFi(2), ObricV2(1), ZeroFi(1)"
4fX6t5SS9CntUUn5qEdhfzydMe5Sp5aDmLyq5K4zA342,1.0,4,"TesseraV, BisonFi, HumidiFi, SolFiV2",6,0.5702185164471744,0.39999999999999997,"TesseraV(2), SolFiV2(2), BisonFi(1), HumidiFi(1)"
9SPTxknWU9a5BwKPmTamTs1BQPEtZgdGYsP9DCGXdCbi,1.0,4,"HumidiFi, TesseraV, GoonFi, SolFiV2",4,40.0,0.3,"HumidiFi(1), TesseraV(1), GoonFi(1), SolFiV2(1)"
3UJpEmaByhZpxqubcQPDAQotKimHgdCHtfWPtWNx5B4m,1.0,4,"GoonFi, HumidiFi, ObricV2, SolFiV2",4,40.0,0.375,"GoonFi(1), HumidiFi(1), ObricV2(1), SolFiV2(1)"
HYQtQaDx7YMSfvjaAztEZFhWtSz3vAWPzY9fiuv7mZY4,1.0,4,"TesseraV, HumidiFi, ZeroFi, SolFiV2",4,4.189430938540175,0.3,"TesseraV(1), HumidiFi(1), ZeroFi(1), SolFiV2(1)"
2GfwWWfYKZx3uPhEjVqj7s5hNnnCnwyTuM7Xtw8oURC5,1.0,4,"TesseraV, HumidiFi, ZeroFi, SolFiV2",4,40.0,0.375,"TesseraV(1), HumidiFi(1), ZeroFi(1), SolFiV2(1)"
FRVJwctnGHXnSeGcpADdp3TnyaijF7y8rLY6XWGEG9nD,1.0,4,"GoonFi, HumidiFi, TesseraV, SolFiV2",7,1.341588432185686,0.34285714285714286,"TesseraV(3), SolFiV2(2), GoonFi(1), HumidiFi(1)"
6mMXMZKuvybGv5eVD2uLxzwryq3G78gKdy4V7K4FP47H,1.0,4,"SolFiV2, TesseraV, ZeroFi, HumidiFi",5,0.5208594365898199,0.4,"HumidiFi(2), SolFiV2(1), TesseraV(1), ZeroFi(1)"
8EPVNchJ2pjfRVDJUMzTCGCsjj2Q3rfWdV1srt48NoYP,1.0,4,"SolFiV2, HumidiFi, TesseraV, BisonFi",11,4.8792226067690345,0.40909090909090906,"HumidiFi(5), SolFiV2(4), TesseraV(1), BisonFi(1)"
9kfkwxFSwB8EHEPbk5UtXTx4APZQuyXYwL4LMKDtYDYj,1.0,4,"TesseraV, GoonFi, HumidiFi, ZeroFi",8,5.386145487270369,0.4,"TesseraV(4), HumidiFi(2), GoonFi(1), ZeroFi(1)"
5nTLJYz4DzR1mnaWGr1pd77U56NYrzsnRK71R8Jq87VE,1.0,4,"TesseraV, BisonFi, HumidiFi, GoonFi",16,2.000005833350347,0.375,"TesseraV(8), BisonFi(5), HumidiFi(2), GoonFi(1)"
2LKCshDLv1g4ci7iiFBnZTaDRNWGoceJuMBBnMR234Cx,1.0,4,"GoonFi, SolFiV2, ObricV2, TesseraV",4,31.651342874161735,0.375,"GoonFi(1), SolFiV2(1), ObricV2(1), TesseraV(1)"
C6A6UTpt4NhEMdBC6hahG1NXamr4hXRXfaFiN9AX6H7M,1.0,4,"TesseraV, GoonFi, HumidiFi, ObricV2",9,90.0,0.36666666666666664,"HumidiFi(5), GoonFi(2), TesseraV(1), ObricV2(1)"
BHoFPR3ss6kixdrWkQCdPoKEeqqWsqu7LeCxU9YPxZbo,1.0,4,"GoonFi, SolFiV2, HumidiFi, TesseraV",5,1.2365983652169612,0.36,"GoonFi(2), SolFiV2(1), HumidiFi(1), TesseraV(1)"
ETvsbRxmW7WT2SFDFFFtgv97r3TqrR1UFPrGRQ1R7f9N,1.0,4,"GoonFi, HumidiFi, SolFiV2, TesseraV",4,6.9964488163611955,0.375,"GoonFi(1), HumidiFi(1), SolFiV2(1), TesseraV(1)"
BmFTb1N7K1qKHYboqR2Qc9w9XCTRtcrUMv2LsUJXjxki,1.0,4,"SolFiV2, HumidiFi, ZeroFi, GoonFi",10,9.416695854064233,0.35,"SolFiV2(4), HumidiFi(3), GoonFi(2), ZeroFi(1)"
8Zcs7fRwG9ibVx9EVnWR3vxcJM6zfuGDyVreuYBTDcMh,1.0,4,"ZeroFi, GoonFi, HumidiFi, TesseraV",5,4.810337736484889,0.33999999999999997,"TesseraV(2), ZeroFi(1), GoonFi(1), HumidiFi(1)"
6xBtHbC5oDrLA7sAHgD26bMHfA8VA7u3aEdNeinYwfWS,1.0,4,"HumidiFi, SolFiV2, GoonFi, ZeroFi",6,60.0,0.4833333333333333,"HumidiFi(3), SolFiV2(1), GoonFi(1), ZeroFi(1)"
DkAqjhWA9F3X4P7z2qJfARZH8eXT6f1sAsdUfnd8FYX5,1.0,4,"GoonFi, HumidiFi, ZeroFi, TesseraV",9,2.6646660836201823,0.3222222222222222,"HumidiFi(5), ZeroFi(2), GoonFi(1), TesseraV(1)"
3cFsUFED4oGeddF1gZwEEdmn2H5RMuxLR2SMA3zQq6KJ,1.0,4,"HumidiFi, GoonFi, ZeroFi, TesseraV",4,1.7202648634468087,0.375,"HumidiFi(1), GoonFi(1), ZeroFi(1), TesseraV(1)"
mhPHeB2rDYrKbQzYoqiEAnoD87qdNXEgy9GeT3XYk93,1.0,4,"HumidiFi, GoonFi, TesseraV, SolFiV2",4,33.71891537488877,0.3,"HumidiFi(1), GoonFi(1), TesseraV(1), SolFiV2(1)"
7CcdCc7mY4NNJmi1BWvmq1phD5Qf6GKLMRsUesDAFHqh,1.0,4,"HumidiFi, ZeroFi, SolFiV2, TesseraV",5,1.8060125770715867,0.33999999999999997,"SolFiV2(2), HumidiFi(1), ZeroFi(1), TesseraV(1)"
2HUFnus1xi582q35QnEGkSVMSRFyzKGZ7682M96R9Goj,1.0,4,"HumidiFi, TesseraV, GoonFi, ZeroFi",6,21.404109589041095,0.3833333333333333,"HumidiFi(3), TesseraV(1), GoonFi(1), ZeroFi(1)"
M4AnErULdJyNq3L2QMfy6gQvm9aiDHXckmMSxdgbsNN,1.0,4,"HumidiFi, TesseraV, ZeroFi, GoonFi",13,2.0798151275442183,0.4,"ZeroFi(6), GoonFi(3), HumidiFi(2), TesseraV(2)"
DhzF9FdyG6XTpLYbxWCydzHvVknt3jzCKDLkVyakwMg5,1.0,4,"HumidiFi, SolFiV2, ObricV2, TesseraV",6,0.7719248088056608,0.35,"HumidiFi(2), SolFiV2(2), ObricV2(1), TesseraV(1)"
7pcLhvgRZn3Tfh9FnXrxmjFRh5K6tLGDgA14FrxmXSS7,1.0,4,"HumidiFi, ZeroFi, GoonFi, TesseraV",6,6.079773382076603,0.3,"ZeroFi(3), HumidiFi(1), GoonFi(1), TesseraV(1)"
AajyCXqcZukSWufjvqutMrBPjpt3Ghd8CtMgTPMWV7Rx,1.0,4,"HumidiFi, SolFiV2, GoonFi, TesseraV",8,0.9650263073543113,0.33749999999999997,"SolFiV2(4), GoonFi(2), HumidiFi(1), TesseraV(1)"
8x3zB95VE6BJNG8J6UBHtM7RBm8VraroDN3416zrQRTd,1.0,4,"TesseraV, ZeroFi, ObricV2, GoonFi",9,1.1724734075612737,0.3555555555555555,"ZeroFi(6), TesseraV(1), ObricV2(1), GoonFi(1)"
Dw3WhDgiSCRwtNvcdejCiC57eNhQvLNqA7hLNjE3f45G,1.0,4,"ObricV2, GoonFi, ZeroFi, HumidiFi",4,0.9529508951683205,0.3,"ObricV2(1), GoonFi(1), ZeroFi(1), HumidiFi(1)"
4Gap8F7xGFCJgk25VF7gPMKvBpJANLiyuxXSM3ea3WPC,1.0,4,"ZeroFi, TesseraV, HumidiFi, GoonFi",4,0.43694570100048424,0.3,"ZeroFi(1), TesseraV(1), HumidiFi(1), GoonFi(1)"
9ko49SF4kgXdGMtpsiDPCJ1TMVuo8TWHfKV8Fc8ip3kB,1.0,4,"GoonFi, SolFiV2, HumidiFi, SolFi",4,40.0,0.3,"GoonFi(1), SolFiV2(1), HumidiFi(1), SolFi(1)"
7DcAR3zurErF3d24oBscBnETgVckJHvh85djMEAvKAvV,1.0,4,"GoonFi, SolFiV2, ObricV2, HumidiFi",5,5.625059766260017,0.3,"ObricV2(2), GoonFi(1), SolFiV2(1), HumidiFi(1)"
KAfV6EcTJTYUu1vZHLD18o94KNEbyAsiS7RezCwZ8wa,1.0,4,"SolFiV2, HumidiFi, TesseraV, GoonFi",4,2.2096615918616935,0.3,"SolFiV2(1), HumidiFi(1), TesseraV(1), GoonFi(1)"
13XfMi4R7J9eNRhMDuPSEL4DU3HisAL66bdM2EDVH3Yf,1.0,4,"TesseraV, ObricV2, ZeroFi, GoonFi",11,99.5848118073386,0.3909090909090909,"ZeroFi(5), TesseraV(3), ObricV2(2), GoonFi(1)"
HtdeEJS4SUPcUCDcPA1re4VWKK5GYdARoxyetCT4FGQs,1.0,4,"GoonFi, HumidiFi, SolFiV2, TesseraV",5,0.5333776629435424,0.3,"HumidiFi(2), GoonFi(1), SolFiV2(1), TesseraV(1)"
GWvnKvHEsXNZHkwKaoLwBkEmDE9P4GaAQZnsCrxtapem,1.0,4,"HumidiFi, GoonFi, TesseraV, ZeroFi",7,0.9813413136632035,0.3857142857142857,"HumidiFi(2), GoonFi(2), TesseraV(2), ZeroFi(1)"
851zHXiLM2UdmMdc8Y11DuYQH3PjQsCpcs49Hqbof2M3,1.0,4,"ZeroFi, GoonFi, SolFiV2, HumidiFi",14,1.984724786207927,0.35,"ZeroFi(6), GoonFi(3), SolFiV2(3), HumidiFi(2)"
8C53NSpCrAhy7qmPMLn7VyB519gWR86ngmyYuQ6aBPuV,1.0,4,"ZeroFi, BisonFi, SolFiV2, HumidiFi",5,7.534435509627125,0.38,"ZeroFi(2), BisonFi(1), SolFiV2(1), HumidiFi(1)"
HRsDFWy5PXnPVr5dYNPuzYFt5FV7ayvCaCNc7npucxT,1.0,4,"HumidiFi, GoonFi, TesseraV, SolFiV2",4,10.432696069481755,0.3,"HumidiFi(1), GoonFi(1), TesseraV(1), SolFiV2(1)"
E8DX7eJnLHzQNFfwDpHCxJRyesHDv67nbAUbqPqB6c85,1.0,4,"TesseraV, GoonFi, ZeroFi, BisonFi",4,0.88435357438519,0.35,"TesseraV(1), GoonFi(1), ZeroFi(1), BisonFi(1)"
HZdd11Fothq8Pk86k5kBFbgXuUdr39ALRfJSGozMA3nD,1.0,4,"TesseraV, HumidiFi, ZeroFi, GoonFi",9,1.2687990296350335,0.3222222222222222,"TesseraV(4), HumidiFi(2), ZeroFi(2), GoonFi(1)"
74u9S4kPXSPwd9Wc7jbQqwTuurSoDeJABDcsuTmXjM2m,1.0,4,"ObricV2, HumidiFi, GoonFi, SolFiV2",10,6.513448643085812,0.3,"HumidiFi(5), GoonFi(2), SolFiV2(2), ObricV2(1)"
3FpRaa1PuyKd1gi3tKkA8vDXJBkYWFPKiiNvnwheEKA4,1.0,4,"HumidiFi, GoonFi, SolFiV2, TesseraV",5,1.5641534949011202,0.3,"HumidiFi(2), GoonFi(1), SolFiV2(1), TesseraV(1)"
2Dtu8Mc6eWBLgjyA4AXPZKB1hmDQHPhXNYYa4Xf9g2oL,1.0,4,"HumidiFi, ZeroFi, TesseraV, BisonFi",6,0.6893705539389213,0.3333333333333333,"HumidiFi(2), ZeroFi(2), TesseraV(1), BisonFi(1)"
45Bk8oJTMnKyuxJYjVunEmwmmHzkL8uioux8hKYHqvcc,1.0,4,"TesseraV, HumidiFi, ZeroFi, GoonFi",11,1.6039970959551568,0.47272727272727266,"ZeroFi(5), GoonFi(3), HumidiFi(2), TesseraV(1)"
3AF6PV67ByHnPgrkHoCRdAenVM631Rj8onYgnQapRGx6,1.0,4,"ObricV2, SolFiV2, HumidiFi, TesseraV",14,140.0,0.36428571428571427,"ObricV2(7), SolFiV2(4), HumidiFi(2), TesseraV(1)"
6qudAN2kV8mtCcYJxb5QQ6Vr15itdHHdeVbYm99NKMhy,1.0,4,"GoonFi, ZeroFi, TesseraV, HumidiFi",11,5.720806443014917,0.39090909090909093,"ZeroFi(5), TesseraV(3), GoonFi(2), HumidiFi(1)"
83spp3gcXz9sTVjGzK84mJZfgFy9kriCYpvRc9ULSXn9,1.0,4,"TesseraV, HumidiFi, ObricV2, SolFiV2",4,40.0,0.3,"TesseraV(1), HumidiFi(1), ObricV2(1), SolFiV2(1)"
4QMpPBb2CinuL6b5LVjgXajLUVAZKZLLigJpzgk1Qwpc,1.0,4,"HumidiFi, ZeroFi, ObricV2, SolFiV2",5,2.1802964670233793,0.38,"ZeroFi(2), HumidiFi(1), ObricV2(1), SolFiV2(1)"
7ovWq2uz7eckXGrHLkTBUyvkr5L5pfNZBovCuDs1eAMU,1.0,4,"TesseraV, BisonFi, ZeroFi, HumidiFi",15,135.93865642259803,0.38,"ZeroFi(7), TesseraV(4), BisonFi(2), HumidiFi(2)"
61FYLTWtmsWno9xFF4xon9MijhDd5UDi9X578yzutXfS,1.0,4,"GoonFi, TesseraV, HumidiFi, SolFiV2",4,40.0,0.375,"GoonFi(1), TesseraV(1), HumidiFi(1), SolFiV2(1)"
GRJbGo7oHd6fRuSPV4z93j7aYuY8pNd9WD8M5uGviY3i,1.0,4,"SolFiV2, BisonFi, TesseraV, HumidiFi",7,3.218755021321698,0.3,"SolFiV2(4), BisonFi(1), TesseraV(1), HumidiFi(1)"
JDFqnMb84qCmp9RDNw2Nq8GAVGRCCT71ywr4gU4PY2MR,1.0,4,"TesseraV, GoonFi, HumidiFi, BisonFi",12,1.8729676999783222,0.35,"TesseraV(6), BisonFi(3), HumidiFi(2), GoonFi(1)"
f9FyS76eHEvgn7ZwDy7rvUp3RBoaLhtb22quBrhu6EE,1.0,4,"GoonFi, HumidiFi, TesseraV, ZeroFi",5,0.7928189978811914,0.36,"TesseraV(2), GoonFi(1), HumidiFi(1), ZeroFi(1)"
2Es3BxkbfQPFZqU6n7etsmrA2gkqUwx52DscifKeJFK3,1.0,4,"HumidiFi, ObricV2, ZeroFi, TesseraV",4,40.0,0.35,"HumidiFi(1), ObricV2(1), ZeroFi(1), TesseraV(1)"
AdzSS565wgPyDhcpN9bMFbwATPYKt6Mnpcugu7vACbR2,1.0,4,"SolFiV2, HumidiFi, TesseraV, GoonFi",10,5.720914710696521,0.36,"HumidiFi(5), SolFiV2(2), TesseraV(2), GoonFi(1)"
H9stSo8pgTXSjnhS5u8BXF2RZk5WKeLNHvHRy1nNP2Gn,1.0,4,"ZeroFi, HumidiFi, TesseraV, GoonFi",7,1.6309668306651275,0.44285714285714284,"ZeroFi(4), HumidiFi(1), TesseraV(1), GoonFi(1)"
BA9cQY9gG2ponqAMKDGgz6nGyS45kznWFDMg7pEFNaX1,1.0,3,"SolFiV2, HumidiFi, ZeroFi",3,30.0,0.4666666666666666,"SolFiV2(1), HumidiFi(1), ZeroFi(1)"
J16kqtyjDWQwZGJZmYJUvZxyKBbdsbxpPRoqYxnye14u,1.0,3,"GoonFi, TesseraV, HumidiFi",3,30.0,0.39999999999999997,"GoonFi(1), TesseraV(1), HumidiFi(1)"
56h3VHDtE595mySreVGkdGQcXp9H36G3mX8s6KWjNddT,1.0,3,"TesseraV, HumidiFi, ZeroFi",4,4.95723694628696,0.425,"TesseraV(2), HumidiFi(1), ZeroFi(1)"
3BFqzNnyxP5atD48jQSdZDmDb6Az1JeWdt5YhxXy3kNb,1.0,3,"ZeroFi, GoonFi, SolFi",3,0.6221216433297125,0.36666666666666664,"ZeroFi(1), GoonFi(1), SolFi(1)"
ugoBT6tGLiw63Zc422MzTH4ryuEW5orJjiycVuvdjLV,1.0,3,"GoonFi, HumidiFi, SolFiV2",5,0.758538744220567,0.3,"GoonFi(2), SolFiV2(2), HumidiFi(1)"
6bDi8RZdegYNUrx4QmGZnSVxE7a48c7FqRp8HPxSfCE6,1.0,3,"GoonFi, SolFiV2, HumidiFi",3,10.71702876331442,0.39999999999999997,"GoonFi(1), SolFiV2(1), HumidiFi(1)"
FDuS18dJTS692FQ6JBFzqzP3KBmbAT2H1VU8asyu1LGz,1.0,3,"ZeroFi, GoonFi, SolFiV2",5,3.274429380654417,0.38,"ZeroFi(2), SolFiV2(2), GoonFi(1)"
6Wz8Bgs9VtdHhFtD6EjfBCuLsxcdBwLtjg97t8YKd2j6,1.0,3,"HumidiFi, TesseraV, ZeroFi",10,2.544171768908921,0.39,"TesseraV(6), HumidiFi(2), ZeroFi(2)"
F2SW6JEXZuT7F7P3UpxGKjL2xUBFfAvyv5DnoUPWAm8y,1.0,3,"ZeroFi, HumidiFi, SolFiV2",4,1.1306433234883613,0.3,"HumidiFi(2), ZeroFi(1), SolFiV2(1)"
7GzVvfFsCQ2o19muq6XteETX2hDKmJ8JH8m9WbUstosk,1.0,3,"HumidiFi, GoonFi, TesseraV",5,50.0,0.36,"HumidiFi(2), GoonFi(2), TesseraV(1)"
8smc3xQZt53kUyh6HR86rHnXeiZq4G7aD8JW6hCLrVCZ,1.0,3,"BisonFi, GoonFi, TesseraV",4,12.009116921262725,0.375,"BisonFi(2), GoonFi(1), TesseraV(1)"
3UvvLJ2qfpVmBuD9hZdK7KaGa7Jpz8Wffh9uHAx6Gfqo,1.0,3,"SolFiV2, GoonFi, HumidiFi",6,0.6892567591198243,0.3,"SolFiV2(4), GoonFi(1), HumidiFi(1)"
Fr732iVB4crBPU5X2LoaMrsHzghn25PL7QmUSqqQ8koz,1.0,3,"TesseraV, SolFiV2, GoonFi",5,0.7731985665414042,0.3,"SolFiV2(3), TesseraV(1), GoonFi(1)"
DaTnhor1ZML6JobMFqLgez9GcZj3XBCwLVywsu8qzywR,1.0,3,"SolFiV2, ObricV2, HumidiFi",7,1.9993483076587655,0.3857142857142857,"ObricV2(4), SolFiV2(2), HumidiFi(1)"
8bo92fMyMqgKD8zd83DLAp6F8nD2bCNpe3pj2aqY4QLq,1.0,3,"GoonFi, HumidiFi, ZeroFi",4,0.9166123966352431,0.4,"ZeroFi(2), GoonFi(1), HumidiFi(1)"
HxycJK81NeZkFj5PsqZjCPJMWnaWxnCbqRZcS3yCKq1k,1.0,3,"HumidiFi, TesseraV, SolFiV2",3,30.0,0.39999999999999997,"HumidiFi(1), TesseraV(1), SolFiV2(1)"
Gq5D4oRRoB9koFwnQgHJ876JzuDUphVQ6QzNzFqCz3qy,1.0,3,"GoonFi, TesseraV, HumidiFi",3,30.0,0.39999999999999997,"GoonFi(1), TesseraV(1), HumidiFi(1)"
D5AFhfKSgS3G9MainKmn2bwgExyxSDwb56XbkT8r5z2x,1.0,3,"SolFiV2, TesseraV, HumidiFi",4,0.5121996531483544,0.3,"SolFiV2(2), TesseraV(1), HumidiFi(1)"
7ZVk7pBzpVFc1LD7cruX3QzyRr74C1C3HATjrY6xTNgU,1.0,3,"HumidiFi, GoonFi, TesseraV",3,0.6738306090923333,0.39999999999999997,"HumidiFi(1), GoonFi(1), TesseraV(1)"
4KXmCL1bfWLrDXMSdSu1Yg5MReJhHnMCVkuHiU19rvsm,1.0,3,"HumidiFi, SolFiV2, GoonFi",3,5.332569656691141,0.3,"HumidiFi(1), SolFiV2(1), GoonFi(1)"
9WgfJWhnfjEVtVuU51GGG3YWMqyjkpmde3s8xoDuWQgr,1.0,3,"GoonFi, SolFiV2, HumidiFi",3,0.5910935986861959,0.3,"GoonFi(1), SolFiV2(1), HumidiFi(1)"
FpCUGdbuADiAMXQyzaqdzgLVymzWB8KpcurwkBMsDRP2,1.0,3,"GoonFi, ZeroFi, TesseraV",3,0.6031819186613651,0.3,"GoonFi(1), ZeroFi(1), TesseraV(1)"
4LQZ6P5tcQ8UQcXWVAvLzGzRT5yLE3BTZ7KD33Vem5qS,1.0,3,"SolFiV2, GoonFi, HumidiFi",3,1.396280953965005,0.3,"SolFiV2(1), GoonFi(1), HumidiFi(1)"
FTSZMWxBsYBUGnLR5cnAjwBXU2jfg8tMtgCJeXx7TeDz,1.0,3,"HumidiFi, GoonFi, BisonFi",6,3.8634727432892286,0.3,"HumidiFi(4), GoonFi(1), BisonFi(1)"
HuX12maQf15iDLgSnzKmRJCJ8Dg4G511uY3Z7TqcG5XR,1.0,3,"ZeroFi, TesseraV, GoonFi",5,3.4273304085511134,0.56,"ZeroFi(3), TesseraV(1), GoonFi(1)"
J6dbDRZEnRJemG9EgGxziAfQoMCehkNSKbDRyh2Wk439,1.0,3,"TesseraV, HumidiFi, BisonFi",12,1.5929152439665846,0.325,"TesseraV(8), HumidiFi(3), BisonFi(1)"
7bn7RUJK42BXQrpvNjSfatSyW2yPgZSaQ9o9QvfDvUXL,1.0,3,"SolFiV2, HumidiFi, TesseraV",3,16.92986333838094,0.3,"SolFiV2(1), HumidiFi(1), TesseraV(1)"
EQNsFj1TKtqWL5Qc9QHtFfzzpQyjrzg28xEPQbE3ALnQ,1.0,3,"ZeroFi, ObricV2, HumidiFi",3,13.794459991595598,0.36666666666666664,"ZeroFi(1), ObricV2(1), HumidiFi(1)"
